,date,station,humidity,wind,sunshine,temperature,aqi,status,month,year
246,2016-03-01,3,65.18333333333335,1.09125,156.2483333333333,12.342083333333335,58.0,2,3,2016
247,2016-03-01,4,62.342916666666675,1.9200000000000002,143.89625,11.467916666666667,43.0,2,3,2016
248,2016-03-01,5,56.975,4.203333333333332,126.44916666666667,10.384583333333333,4.5,2,3,2016
249,2016-03-01,6,63.229166666666664,1.55875,146.6916666666667,12.580416666666665,23.4,2,3,2016
250,2016-03-02,1,71.02416666666667,1.71125,111.935,7.800416666666666,58.8,2,3,2016
251,2016-03-02,2,73.50041666666667,1.1729166666666668,107.13583333333332,7.77625,55.4,1,3,2016
252,2016-03-02,3,72.27333333333335,1.3079166666666666,115.3625,7.739166666666667,95.7,1,3,2016
253,2016-03-02,4,71.41375000000001,1.2104166666666665,98.27833333333331,6.932083333333332,3.0,2,3,2016
254,2016-03-02,5,83.0804347826087,2.1774999999999998,94.03291666666667,5.207916666666667,26.4,2,3,2016
255,2016-03-02,6,71.27958333333335,1.4533333333333334,111.18541666666668,7.875,38.4,2,3,2016
256,2016-03-03,1,75.18500000000002,1.4308333333333334,139.17541666666668,7.337916666666666,141.7,2,3,2016
257,2016-03-03,2,73.39916666666666,0.6729166666666665,103.11583333333333,7.601249999999999,86.3,1,3,2016
258,2016-03-03,3,72.84124999999999,1.0137500000000002,103.95583333333333,7.5325000000000015,57.3,2,3,2016
259,2016-03-03,4,70.54125,1.4158333333333335,118.57749999999994,6.688333333333335,46.0,2,3,2016
260,2016-03-03,6,75.61583333333336,1.2237500000000001,126.72375,7.3549999999999995,94.2,2,3,2016
261,2016-03-04,1,77.53124999999999,2.0258333333333334,77.99249999999999,5.843749999999999,22.3,1,3,2016
262,2016-03-04,2,77.31541666666666,1.7029166666666669,84.21124999999999,5.749583333333333,1.3,1,3,2016
263,2016-03-04,3,76.85166666666663,1.8758333333333335,80.30583333333333,6.03,28.3,1,3,2016
264,2016-03-04,4,73.59041666666667,1.6825000000000003,73.15166666666667,5.542916666666667,33.0,1,3,2016
265,2016-03-04,6,78.21166666666663,1.4366666666666665,73.75416666666666,5.920416666666667,29.2,1,3,2016
266,2016-03-05,1,63.95458333333332,2.1387500000000004,204.21458333333337,7.582916666666667,71.2,1,3,2016
267,2016-03-05,2,66.71291666666666,1.4191666666666665,155.4420833333334,7.612083333333332,33.0,1,3,2016
268,2016-03-05,3,65.12749999999998,1.4425000000000001,173.7725,7.695833333333334,33.9,1,3,2016
269,2016-03-05,4,62.08166666666665,1.4170833333333335,180.8058333333333,6.772083333333335,48.5,1,3,2016
270,2016-03-05,6,66.8,1.6724999999999997,195.7733333333333,7.264166666666668,49.8,1,3,2016
271,2016-03-06,1,69.18791666666665,1.64,107.02,7.922499999999999,58.0,2,3,2016
272,2016-03-06,2,70.15750000000001,0.8441666666666667,110.30041666666665,8.187499999999998,59.2,1,3,2016
273,2016-03-06,3,69.30083333333333,0.8479166666666669,127.97416666666665,8.214583333333334,30.2,2,3,2016
274,2016-03-06,4,66.80708333333331,1.1929166666666666,107.60749999999996,7.448333333333334,21.9,2,3,2016
275,2016-03-06,6,69.31999999999998,1.3,111.27291666666666,8.17125,29.4,2,3,2016
276,2016-03-07,1,61.00583333333335,2.6424999999999996,193.88,11.080833333333333,91.4,1,3,2016
277,2016-03-07,2,65.43125000000002,1.4712500000000002,158.00583333333333,11.22625,66.1,1,3,2016
278,2016-03-07,3,66.17833333333336,1.4775000000000003,163.02750000000003,10.70125,81.1,1,3,2016
279,2016-03-07,4,64.24541666666667,1.5691666666666668,163.95916666666668,9.731666666666667,81.1,1,3,2016
280,2016-03-07,5,54.92642857142857,2.5100000000000002,116.7858333333333,6.445416666666666,40.8,1,3,2016
281,2016-03-07,6,63.29875000000001,2.4529166666666673,179.67041666666668,10.96583333333333,57.9,1,3,2016
282,2016-03-08,1,67.375,1.625416666666667,150.58874999999998,9.276666666666666,79.8,1,3,2016
283,2016-03-08,2,71.79166666666667,1.0325,129.3808333333333,9.219166666666666,21.0,1,3,2016
284,2016-03-08,3,71.10875000000001,1.02,109.27375,9.097083333333334,61.4,1,3,2016
285,2016-03-08,4,71.39083333333333,1.2033333333333336,97.40083333333338,7.961666666666666,69.1,1,3,2016
286,2016-03-08,5,70.86600000000001,3.0274999999999994,66.93458333333332,5.8125,39.6,0,3,2016
287,2016-03-08,6,70.58333333333333,1.405833333333333,143.85416666666666,9.052083333333334,45.1,1,3,2016
288,2016-03-09,1,82.835,1.2204166666666667,42.80458333333333,7.295833333333333,41.5,2,3,2016
289,2016-03-09,2,84.98458333333333,0.6558333333333333,45.236666666666686,7.456666666666667,71.7,1,3,2016
290,2016-03-09,3,84.4170833333333,0.6825000000000001,57.818749999999994,7.395416666666666,70.9,2,3,2016
